ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000043951	ENSDARG00000079640
ENSDARG00000014356	ENSDARG00000094041
ENSDARG00000086969	ENSDARG00000078940
ENSDARG00000055437	ENSDARG00000078878
ENSDARG00000079161	ENSDARG00000079822
ENSDARG00000009930	ENSDARG00000062633
ENSDARG00000093027	ENSDARG00000075260
ENSDARG00000010408	ENSDARG00000075864
ENSDARG00000002773	ENSDARG00000053580
ENSDARG00000031214	ENSDARG00000002792
ENSDARG00000070228	ENSDARG00000030163
ENSDARG00000090299	ENSDARG00000071364
ENSDARG00000029177	ENSDARG00000071478
ENSDARG00000034203	ENSDARG00000079909
ENSDARG00000043951	ENSDARG00000079424
ENSDARG00000063580	ENSDARG00000074575
ENSDARG00000093027	ENSDARG00000037682
ENSDARG00000068245	ENSDARG00000006849
ENSDARG00000090452	ENSDARG00000091720
ENSDARG00000074274	ENSDARG00000026183
ENSDARG00000038131	ENSDARG00000053918
ENSDARG00000068704	ENSDARG00000041030
ENSDARG00000068704	ENSDARG00000041032
ENSDARG00000074089	ENSDARG00000075260
ENSDARG00000074158	ENSDARG00000080018
ENSDARG00000070289	ENSDARG00000089397
ENSDARG00000034203	ENSDARG00000094610
ENSDARG00000075379	ENSDARG00000088291
ENSDARG00000028552	ENSDARG00000010144
ENSDARG00000077539	ENSDARG00000078339
ENSDARG00000088532	ENSDARG00000094758
ENSDARG00000022334	ENSDARG00000036832
ENSDARG00000022334	ENSDARG00000036830
ENSDARG00000022334	ENSDARG00000036834
ENSDARG00000045633	ENSDARG00000045863
ENSDARG00000088071	ENSDARG00000075770
ENSDARG00000071107	ENSDARG00000022858
ENSDARG00000045242	ENSDARG00000079564
ENSDARG00000038190	ENSDARG00000010953
ENSDARG00000088192	ENSDARG00000038532
ENSDARG00000088475	ENSDARG00000010684
ENSDARG00000021013	ENSDARG00000005673
ENSDARG00000061873	ENSDARG00000033266
ENSDARG00000021444	ENSDARG00000060662
ENSDARG00000068319	ENSDARG00000076551
ENSDARG00000078691	ENSDARG00000075647
ENSDARG00000075379	ENSDARG00000091051
ENSDARG00000043142	ENSDARG00000025658
ENSDARG00000076620	ENSDARG00000079719
ENSDARG00000070922	ENSDARG00000045776
ENSDARG00000023228	ENSDARG00000044053
ENSDARG00000092090	ENSDARG00000089478
ENSDARG00000090585	ENSDARG00000019341
ENSDARG00000055833	ENSDARG00000086956
ENSDARG00000092240	ENSDARG00000092458
ENSDARG00000018301	ENSDARG00000038196
ENSDARG00000067548	ENSDARG00000030932
ENSDARG00000056006	ENSDARG00000038532
ENSDARG00000010752	ENSDARG00000004078
ENSDARG00000062720	ENSDARG00000036175
ENSDARG00000056250	ENSDARG00000040874
ENSDARG00000043474	ENSDARG00000023445
ENSDARG00000040610	ENSDARG00000089603
ENSDARG00000058996	ENSDARG00000079071
ENSDARG00000060830	ENSDARG00000068849
ENSDARG00000033473	ENSDARG00000014391
ENSDARG00000039547	ENSDARG00000089405
ENSDARG00000056998	ENSDARG00000001634
ENSDARG00000069054	ENSDARG00000017339
ENSDARG00000045978	ENSDARG00000003206
ENSDARG00000043953	ENSDARG00000089195
ENSDARG00000061948	ENSDARG00000061923
ENSDARG00000052074	ENSDARG00000087307
ENSDARG00000038258	ENSDARG00000011463
ENSDARG00000069970	ENSDARG00000074535
ENSDARG00000091854	ENSDARG00000086633
ENSDARG00000075271	ENSDARG00000074307
ENSDARG00000037747	ENSDARG00000059680
ENSDARG00000057167	ENSDARG00000020377
ENSDARG00000071368	ENSDARG00000077200
ENSDARG00000091172	ENSDARG00000041003
ENSDARG00000091172	ENSDARG00000041005
ENSDARG00000043951	ENSDARG00000071889
ENSDARG00000091990	ENSDARG00000073780
ENSDARG00000005942	ENSDARG00000033266
ENSDARG00000077086	ENSDARG00000061641
ENSDARG00000071368	ENSDARG00000090805
ENSDARG00000018159	ENSDARG00000057736
ENSDARG00000092638	ENSDARG00000078090
ENSDARG00000071685	ENSDARG00000086104
ENSDARG00000070881	ENSDARG00000063162
ENSDARG00000002549	ENSDARG00000090697
ENSDARG00000091203	ENSDARG00000094125
ENSDARG00000094764	ENSDARG00000044694
ENSDARG00000024112	ENSDARG00000023498
ENSDARG00000055966	ENSDARG00000074802
ENSDARG00000023302	ENSDARG00000092148
ENSDARG00000051778	ENSDARG00000091066
ENSDARG00000088117	ENSDARG00000015449
ENSDARG00000015626	ENSDARG00000062998
ENSDARG00000077854	ENSDARG00000095637
ENSDARG00000014047	ENSDARG00000036376
ENSDARG00000007682	ENSDARG00000031317
ENSDARG00000091172	ENSDARG00000074966
ENSDARG00000093411	ENSDARG00000027419
ENSDARG00000053015	ENSDARG00000088435
ENSDARG00000091203	ENSDARG00000074966
ENSDARG00000090279	ENSDARG00000091216
ENSDARG00000009142	ENSDARG00000004377
ENSDARG00000077384	ENSDARG00000062630
ENSDARG00000059093	ENSDARG00000074777
ENSDARG00000025436	ENSDARG00000045160
ENSDARG00000089544	ENSDARG00000089706
ENSDARG00000077854	ENSDARG00000079937
ENSDARG00000043907	ENSDARG00000069662
ENSDARG00000076129	ENSDARG00000075216
ENSDARG00000036545	ENSDARG00000090562
ENSDARG00000092921	ENSDARG00000055377
ENSDARG00000077369	ENSDARG00000005541
ENSDARG00000088192	ENSDARG00000056097
ENSDARG00000074089	ENSDARG00000078190
ENSDARG00000068576	ENSDARG00000038532
ENSDARG00000073872	ENSDARG00000044513
ENSDARG00000092960	ENSDARG00000079519
ENSDARG00000004621	ENSDARG00000055455
ENSDARG00000029587	ENSDARG00000055270
ENSDARG00000077424	ENSDARG00000088122
ENSDARG00000077219	ENSDARG00000059950
ENSDARG00000073755	ENSDARG00000058941
ENSDARG00000075928	ENSDARG00000037154
ENSDARG00000057519	ENSDARG00000077771
ENSDARG00000091539	ENSDARG00000033042
ENSDARG00000091728	ENSDARG00000091066
ENSDARG00000060036	ENSDARG00000036894
ENSDARG00000069626	ENSDARG00000088829
ENSDARG00000094370	ENSDARG00000041248
ENSDARG00000078951	ENSDARG00000075724
ENSDARG00000062449	ENSDARG00000029671
ENSDARG00000052207	ENSDARG00000093068
ENSDARG00000006120	ENSDARG00000018025
ENSDARG00000089412	ENSDARG00000078902
ENSDARG00000060756	ENSDARG00000070894
ENSDARG00000053673	ENSDARG00000044334
ENSDARG00000043280	ENSDARG00000013423
ENSDARG00000092651	ENSDARG00000069916
ENSDARG00000071208	ENSDARG00000040159
ENSDARG00000033738	ENSDARG00000008494
ENSDARG00000089564	ENSDARG00000038382
ENSDARG00000091854	ENSDARG00000088453
ENSDARG00000068576	ENSDARG00000022229
ENSDARG00000040684	ENSDARG00000057975
ENSDARG00000035350	ENSDARG00000034610
ENSDARG00000070286	ENSDARG00000086546
ENSDARG00000078189	ENSDARG00000008219
ENSDARG00000079964	ENSDARG00000017174
ENSDARG00000089097	ENSDARG00000091720
ENSDARG00000079153	ENSDARG00000077051
ENSDARG00000089560	ENSDARG00000025600
ENSDARG00000068177	ENSDARG00000018476
ENSDARG00000079656	ENSDARG00000075249
ENSDARG00000061191	ENSDARG00000077499
ENSDARG00000051748	ENSDARG00000070408
ENSDARG00000016448	ENSDARG00000078429
ENSDARG00000075527	ENSDARG00000007836
ENSDARG00000023373	ENSDARG00000057209
ENSDARG00000075043	ENSDARG00000088882
ENSDARG00000089039	ENSDARG00000093756
ENSDARG00000042954	ENSDARG00000011049
ENSDARG00000071583	ENSDARG00000030267
ENSDARG00000056014	ENSDARG00000027697
ENSDARG00000011445	ENSDARG00000053864
ENSDARG00000063292	ENSDARG00000054827
ENSDARG00000073695	ENSDARG00000059677
ENSDARG00000041896	ENSDARG00000017687
ENSDARG00000093215	ENSDARG00000088724
ENSDARG00000078951	ENSDARG00000077343
ENSDARG00000055415	ENSDARG00000004898
ENSDARG00000079760	ENSDARG00000092325
ENSDARG00000051734	ENSDARG00000087451
ENSDARG00000087922	ENSDARG00000062797
ENSDARG00000008095	ENSDARG00000033266
ENSDARG00000009026	ENSDARG00000043313
ENSDARG00000016412	ENSDARG00000090286
ENSDARG00000036985	ENSDARG00000077090
ENSDARG00000045463	ENSDARG00000016253
ENSDARG00000092971	ENSDARG00000075560
ENSDARG00000088147	ENSDARG00000040190
ENSDARG00000094763	ENSDARG00000071779
ENSDARG00000037402	ENSDARG00000041295
ENSDARG00000053036	ENSDARG00000038532
ENSDARG00000041720	ENSDARG00000035433
ENSDARG00000091778	ENSDARG00000077200
ENSDARG00000078825	ENSDARG00000074927
ENSDARG00000063583	ENSDARG00000077177
ENSDARG00000053222	ENSDARG00000036189
ENSDARG00000056929	ENSDARG00000088087
ENSDARG00000094546	ENSDARG00000067567
ENSDARG00000087346	ENSDARG00000012553
ENSDARG00000092434	ENSDARG00000088616
ENSDARG00000076107	ENSDARG00000077343
ENSDARG00000043951	ENSDARG00000074738
ENSDARG00000025319	ENSDARG00000011370
ENSDARG00000086370	ENSDARG00000040295
ENSDARG00000068021	ENSDARG00000010905
ENSDARG00000090941	ENSDARG00000086614
ENSDARG00000037843	ENSDARG00000091169
ENSDARG00000056163	ENSDARG00000079429
ENSDARG00000051775	ENSDARG00000091051
ENSDARG00000091924	ENSDARG00000089874
ENSDARG00000008414	ENSDARG00000030782
ENSDARG00000024278	ENSDARG00000088366
ENSDARG00000070475	ENSDARG00000052856
ENSDARG00000004322	ENSDARG00000076079
ENSDARG00000056835	ENSDARG00000035169
ENSDARG00000063292	ENSDARG00000076614
ENSDARG00000055294	ENSDARG00000039602
ENSDARG00000021889	ENSDARG00000004082
ENSDARG00000068659	ENSDARG00000025600
ENSDARG00000070971	ENSDARG00000062909
ENSDARG00000075376	ENSDARG00000028857
ENSDARG00000015907	ENSDARG00000087892
ENSDARG00000078951	ENSDARG00000075260
ENSDARG00000042791	ENSDARG00000061915
ENSDARG00000076548	ENSDARG00000023214
ENSDARG00000069318	ENSDARG00000033516
ENSDARG00000043142	ENSDARG00000091216
ENSDARG00000091064	ENSDARG00000025658
ENSDARG00000055447	ENSDARG00000054921
ENSDARG00000095254	ENSDARG00000007836
ENSDARG00000057519	ENSDARG00000089195
ENSDARG00000062610	ENSDARG00000077343
ENSDARG00000019179	ENSDARG00000052896
ENSDARG00000078129	ENSDARG00000026246
ENSDARG00000026540	ENSDARG00000053447
ENSDARG00000029439	ENSDARG00000005122
ENSDARG00000043953	ENSDARG00000010684
ENSDARG00000014682	ENSDARG00000077979
ENSDARG00000035907	ENSDARG00000006672
ENSDARG00000073716	ENSDARG00000074358
ENSDARG00000088549	ENSDARG00000011890
ENSDARG00000076690	ENSDARG00000007436
ENSDARG00000079343	ENSDARG00000071862
ENSDARG00000069926	ENSDARG00000019747
ENSDARG00000059545	ENSDARG00000088290
ENSDARG00000045799	ENSDARG00000035891
ENSDARG00000063715	ENSDARG00000004291
ENSDARG00000023712	ENSDARG00000092976
ENSDARG00000078989	ENSDARG00000090375
ENSDARG00000054911	ENSDARG00000092970
ENSDARG00000027676	ENSDARG00000090544
ENSDARG00000006181	ENSDARG00000034293
ENSDARG00000011613	ENSDARG00000041853
ENSDARG00000051798	ENSDARG00000013596
ENSDARG00000078876	ENSDARG00000008219
ENSDARG00000007329	ENSDARG00000006939
ENSDARG00000052215	ENSDARG00000058329
ENSDARG00000028559	ENSDARG00000032552
ENSDARG00000043993	ENSDARG00000075846
ENSDARG00000075519	ENSDARG00000055713
ENSDARG00000015006	ENSDARG00000063159
ENSDARG00000086225	ENSDARG00000052429
ENSDARG00000024004	ENSDARG00000037904
ENSDARG00000090630	ENSDARG00000088401
ENSDARG00000019185	ENSDARG00000077888
ENSDARG00000076248	ENSDARG00000077513
ENSDARG00000075330	ENSDARG00000091029
ENSDARG00000052734	ENSDARG00000059301
ENSDARG00000076777	ENSDARG00000078400
ENSDARG00000035215	ENSDARG00000036430
ENSDARG00000068704	ENSDARG00000041019
ENSDARG00000025547	ENSDARG00000068178
ENSDARG00000076856	ENSDARG00000074369
ENSDARG00000057110	ENSDARG00000080000
ENSDARG00000006468	ENSDARG00000074837
ENSDARG00000000631	ENSDARG00000000183
ENSDARG00000076996	ENSDARG00000060618
ENSDARG00000031683	ENSDARG00000040135
ENSDARG00000011113	ENSDARG00000044353
ENSDARG00000018047	ENSDARG00000006235
ENSDARG00000051734	ENSDARG00000074260
ENSDARG00000078951	ENSDARG00000074738
ENSDARG00000077950	ENSDARG00000055856
ENSDARG00000086640	ENSDARG00000089410
ENSDARG00000093198	ENSDARG00000093068
ENSDARG00000045408	ENSDARG00000033466
ENSDARG00000091376	ENSDARG00000070786
ENSDARG00000079396	ENSDARG00000071230
ENSDARG00000062929	ENSDARG00000090340
ENSDARG00000062608	ENSDARG00000078339
ENSDARG00000090534	ENSDARG00000058323
ENSDARG00000018621	ENSDARG00000056719
ENSDARG00000001414	ENSDARG00000073970
ENSDARG00000016470	ENSDARG00000026406
ENSDARG00000037100	ENSDARG00000004771
ENSDARG00000070053	ENSDARG00000070769
ENSDARG00000089289	ENSDARG00000087121
ENSDARG00000031013	ENSDARG00000028521
ENSDARG00000010433	ENSDARG00000068008
ENSDARG00000087472	ENSDARG00000086614
ENSDARG00000052360	ENSDARG00000008772
ENSDARG00000091778	ENSDARG00000089972
ENSDARG00000087854	ENSDARG00000075216
ENSDARG00000053075	ENSDARG00000033266
ENSDARG00000013834	ENSDARG00000037554
ENSDARG00000041926	ENSDARG00000077552
ENSDARG00000017917	ENSDARG00000008796
ENSDARG00000091054	ENSDARG00000086406
ENSDARG00000051775	ENSDARG00000091205
ENSDARG00000091924	ENSDARG00000087121
ENSDARG00000056180	ENSDARG00000073780
ENSDARG00000069495	ENSDARG00000056233
ENSDARG00000090164	ENSDARG00000089066
ENSDARG00000011422	ENSDARG00000023797
ENSDARG00000045383	ENSDARG00000004592
ENSDARG00000009941	ENSDARG00000031930
ENSDARG00000031422	ENSDARG00000052470
ENSDARG00000074378	ENSDARG00000088371
ENSDARG00000094862	ENSDARG00000022229
ENSDARG00000088513	ENSDARG00000073988
ENSDARG00000042990	ENSDARG00000013524
ENSDARG00000069381	ENSDARG00000041248
ENSDARG00000069379	ENSDARG00000010541
ENSDARG00000086250	ENSDARG00000039241
ENSDARG00000059123	ENSDARG00000034080
ENSDARG00000092080	ENSDARG00000091720
ENSDARG00000070265	ENSDARG00000088686
ENSDARG00000076520	ENSDARG00000015890
ENSDARG00000046045	ENSDARG00000070343
ENSDARG00000058949	ENSDARG00000035697
ENSDARG00000004355	ENSDARG00000044685
ENSDARG00000091924	ENSDARG00000091043
ENSDARG00000093148	ENSDARG00000079564
ENSDARG00000078951	ENSDARG00000079937
ENSDARG00000088377	ENSDARG00000089458
ENSDARG00000012405	ENSDARG00000035809
ENSDARG00000078187	ENSDARG00000075815
ENSDARG00000005626	ENSDARG00000019709
ENSDARG00000061691	ENSDARG00000062293
ENSDARG00000042114	ENSDARG00000058820
ENSDARG00000091854	ENSDARG00000025658
ENSDARG00000088687	ENSDARG00000008219
ENSDARG00000077461	ENSDARG00000079029
ENSDARG00000019371	ENSDARG00000015815
ENSDARG00000070883	ENSDARG00000093176
ENSDARG00000038373	ENSDARG00000019418
ENSDARG00000068372	ENSDARG00000067567
ENSDARG00000044091	ENSDARG00000039490
ENSDARG00000034203	ENSDARG00000089397
ENSDARG00000092434	ENSDARG00000091677
ENSDARG00000089719	ENSDARG00000088028
ENSDARG00000055093	ENSDARG00000078404
ENSDARG00000074120	ENSDARG00000020107
ENSDARG00000029370	ENSDARG00000057790
ENSDARG00000086591	ENSDARG00000075220
ENSDARG00000007467	ENSDARG00000043584
ENSDARG00000022904	ENSDARG00000023933
ENSDARG00000036713	ENSDARG00000033355
ENSDARG00000056163	ENSDARG00000040463
ENSDARG00000078094	ENSDARG00000025859
ENSDARG00000003553	ENSDARG00000079894
ENSDARG00000061690	ENSDARG00000079290
ENSDARG00000076777	ENSDARG00000090614
ENSDARG00000007739	ENSDARG00000019856
ENSDARG00000053036	ENSDARG00000022229
ENSDARG00000078951	ENSDARG00000079424
ENSDARG00000090804	ENSDARG00000071086
ENSDARG00000062530	ENSDARG00000070132
ENSDARG00000055534	ENSDARG00000020602
ENSDARG00000061564	ENSDARG00000087365
ENSDARG00000027822	ENSDARG00000061515
