GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000087647	ENSDART00000080762	0	3	
ENSDARG00000087641	ENSDART00000127037	302	212	
ENSDARG00000087640	ENSDART00000143065	25	16	
ENSDARG00000018283	ENSDART00000023539	14	27	
ENSDARG00000018283	ENSDART00000145795	5	11	
ENSDARG00000018283	ENSDART00000132978	5	7	
ENSDARG00000076189	ENSDART00000112470	7	3	
ENSDARG00000076189	ENSDART00000110103	5	5	
ENSDARG00000076182	ENSDART00000059638	1	0	
ENSDARG00000076182	ENSDART00000148337	6	10	
ENSDARG00000076182	ENSDART00000145312	0	1	
ENSDARG00000076182	ENSDART00000114822	41	35	
ENSDARG00000076183	ENSDART00000114899	11	7	
ENSDARG00000076186	ENSDART00000113421	14	8	
ENSDARG00000076186	ENSDART00000147418	23	8	
ENSDARG00000038508	ENSDART00000148978	3	1	
ENSDARG00000038508	ENSDART00000050037	69	96	
ENSDARG00000086112	ENSDART00000122147	3	7	
ENSDARG00000086112	ENSDART00000137373	9	7	
ENSDARG00000019881	ENSDART00000105392	1	0	
ENSDARG00000019881	ENSDART00000015951	15	25	
ENSDARG00000056801	ENSDART00000110141	1	2	
ENSDARG00000056801	ENSDART00000150518	2	4	
ENSDARG00000056801	ENSDART00000079356	1	0	
ENSDARG00000056800	ENSDART00000079327	1	3	
ENSDARG00000056800	ENSDART00000149279	42	51	
ENSDARG00000056803	ENSDART00000137769	4	5	
ENSDARG00000056803	ENSDART00000101109	3	2	
ENSDARG00000024488	ENSDART00000106152	4	9	
ENSDARG00000024488	ENSDART00000106153	3	0	
ENSDARG00000003749	ENSDART00000002764	20	12	
ENSDARG00000003749	ENSDART00000140900	1	0	
ENSDARG00000003749	ENSDART00000133938	1	1	
ENSDARG00000068874	ENSDART00000152883	1	2	
ENSDARG00000068874	ENSDART00000099761	36	25	
ENSDARG00000030759	ENSDART00000125259	6	10	
ENSDARG00000030759	ENSDART00000047728	4	3	
ENSDARG00000030753	ENSDART00000150973	0	2	
ENSDARG00000030753	ENSDART00000151351	21	18	
ENSDARG00000030753	ENSDART00000151069	4	4	
ENSDARG00000030756	ENSDART00000021977	3	3	
ENSDARG00000030756	ENSDART00000128041	2	4	
ENSDARG00000030756	ENSDART00000078973	0	2	
ENSDARG00000031489	ENSDART00000132614	7	5	
ENSDARG00000031489	ENSDART00000048891	3	6	
ENSDARG00000031489	ENSDART00000146401	11	1	
ENSDARG00000007241	ENSDART00000135040	2	3	
ENSDARG00000007241	ENSDART00000005143	44	32	
ENSDARG00000007247	ENSDART00000044738	8	7	
ENSDARG00000007247	ENSDART00000130354	1	0	
ENSDARG00000074721	ENSDART00000110278	142	148	
ENSDARG00000029944	ENSDART00000134467	1	0	
ENSDARG00000030289	ENSDART00000137172	0	3	
ENSDARG00000063555	ENSDART00000152128	86	121	
ENSDARG00000034503	ENSDART00000039735	0	3	
ENSDARG00000034503	ENSDART00000148788	4	3	
ENSDARG00000034504	ENSDART00000044208	31	28	
ENSDARG00000034504	ENSDART00000139655	1	0	
ENSDARG00000074126	ENSDART00000132681	2	10	
ENSDARG00000074126	ENSDART00000108659	4	3	
ENSDARG00000074126	ENSDART00000146469	27	33	
ENSDARG00000039365	ENSDART00000057528	11	19	
ENSDARG00000039365	ENSDART00000131609	2	1	
ENSDARG00000039365	ENSDART00000123482	8	4	
ENSDARG00000039363	ENSDART00000057525	37	40	
ENSDARG00000074121	ENSDART00000152971	105	74	
ENSDARG00000074121	ENSDART00000153129	32	17	
ENSDARG00000070805	ENSDART00000148408	5	8	
ENSDARG00000070805	ENSDART00000104271	120	107	
ENSDARG00000070804	ENSDART00000109003	107	160	
ENSDARG00000070804	ENSDART00000134014	22	19	
ENSDARG00000070807	ENSDART00000122836	23	16	
ENSDARG00000070807	ENSDART00000104273	0	1	
ENSDARG00000070807	ENSDART00000104272	2	5	
ENSDARG00000070809	ENSDART00000076716	13	18	
ENSDARG00000070809	ENSDART00000104279	56	80	
ENSDARG00000069006	ENSDART00000144345	11	17	
ENSDARG00000069006	ENSDART00000130553	40	13	
ENSDARG00000006598	ENSDART00000134908	0	1	
ENSDARG00000006598	ENSDART00000132060	7	1	
ENSDARG00000006598	ENSDART00000008152	33	26	
ENSDARG00000069009	ENSDART00000134033	6	8	
ENSDARG00000069009	ENSDART00000100046	14	13	
ENSDARG00000069009	ENSDART00000138966	7	4	
ENSDARG00000069009	ENSDART00000126059	2	4	
ENSDARG00000088722	ENSDART00000150599	0	1	
ENSDARG00000088722	ENSDART00000134580	39	46	
ENSDARG00000088378	ENSDART00000150319	23	11	
ENSDARG00000088378	ENSDART00000130151	35	40	
ENSDARG00000010862	ENSDART00000087151	3	4	
ENSDARG00000004574	ENSDART00000145254	4	3	
ENSDARG00000004574	ENSDART00000020969	8	4	
ENSDARG00000004574	ENSDART00000101262	1	0	
ENSDARG00000042157	ENSDART00000140361	2	1	
ENSDARG00000075295	ENSDART00000100948	1	5	
ENSDARG00000075295	ENSDART00000149050	3	3	
ENSDARG00000075295	ENSDART00000149434	4	1	
ENSDARG00000075295	ENSDART00000110522	1	0	
ENSDARG00000075292	ENSDART00000149546	308	429	
ENSDARG00000075292	ENSDART00000127918	1	0	
ENSDARG00000075292	ENSDART00000112551	0	2	
ENSDARG00000006624	ENSDART00000138334	10	11	
ENSDARG00000006624	ENSDART00000144860	6	2	
ENSDARG00000092609	ENSDART00000148224	5	1	
ENSDARG00000092609	ENSDART00000147437	3	7	
ENSDARG00000092609	ENSDART00000054867	22	20	
ENSDARG00000092607	ENSDART00000141253	2	2	
ENSDARG00000092607	ENSDART00000147350	20	25	
ENSDARG00000092600	ENSDART00000142689	10	26	
ENSDARG00000092600	ENSDART00000131559	24	11	
ENSDARG00000092600	ENSDART00000136279	7	7	
ENSDARG00000089235	ENSDART00000146535	16	5	
ENSDARG00000035678	ENSDART00000139342	6	2	
ENSDARG00000035678	ENSDART00000051749	19	30	
ENSDARG00000035676	ENSDART00000131786	10	13	
ENSDARG00000035676	ENSDART00000051745	8	15	
ENSDARG00000070110	ENSDART00000140457	23	22	
ENSDARG00000070110	ENSDART00000021456	1	1	
ENSDARG00000088180	ENSDART00000126052	88	58	
ENSDARG00000088187	ENSDART00000129531	7	7	
ENSDARG00000009023	ENSDART00000146436	30	28	
ENSDARG00000009021	ENSDART00000020261	33	26	
ENSDARG00000009021	ENSDART00000138203	1	0	
ENSDARG00000000503	ENSDART00000082137	1	0	
ENSDARG00000000503	ENSDART00000081951	240	263	
ENSDARG00000069910	ENSDART00000150038	18	23	
ENSDARG00000069910	ENSDART00000145535	5	2	
ENSDARG00000069910	ENSDART00000102118	4	2	
ENSDARG00000069912	ENSDART00000080536	1	10	
ENSDARG00000069912	ENSDART00000150384	1	0	
ENSDARG00000069917	ENSDART00000137024	2	0	
ENSDARG00000094741	ENSDART00000145985	1	0	
ENSDARG00000044415	ENSDART00000148798	92	91	
ENSDARG00000044415	ENSDART00000149758	1	1	
ENSDARG00000044417	ENSDART00000099486	2	5	
ENSDARG00000044417	ENSDART00000065231	6	1	
ENSDARG00000044417	ENSDART00000074150	63	100	
ENSDARG00000031540	ENSDART00000041250	1	7	
ENSDARG00000031540	ENSDART00000152321	36	20	
ENSDARG00000044418	ENSDART00000146912	6	1	
ENSDARG00000044418	ENSDART00000065232	22	7	
ENSDARG00000013203	ENSDART00000152597	11	11	
ENSDARG00000045398	ENSDART00000066759	57	40	
ENSDARG00000045398	ENSDART00000149706	13	4	
ENSDARG00000055138	ENSDART00000127238	2	7	
ENSDARG00000055138	ENSDART00000140140	16	18	
ENSDARG00000004167	ENSDART00000131589	2	2	
ENSDARG00000004167	ENSDART00000012119	12	13	
ENSDARG00000087324	ENSDART00000134805	5	4	
ENSDARG00000058734	ENSDART00000081663	6	9	
ENSDARG00000058734	ENSDART00000152855	5	4	
ENSDARG00000058731	ENSDART00000081657	2	4	
ENSDARG00000058730	ENSDART00000135372	5	3	
ENSDARG00000058730	ENSDART00000066703	56	50	
ENSDARG00000058738	ENSDART00000149230	9	12	
ENSDARG00000058738	ENSDART00000081654	4	3	
ENSDARG00000016858	ENSDART00000009740	63	65	
ENSDARG00000059060	ENSDART00000152146	4	0	
ENSDARG00000059060	ENSDART00000077390	61	85	
ENSDARG00000059060	ENSDART00000152654	9	4	
ENSDARG00000016856	ENSDART00000008326	22	9	
ENSDARG00000016856	ENSDART00000132822	8	4	
ENSDARG00000059067	ENSDART00000082080	7	13	
ENSDARG00000059067	ENSDART00000148794	20	22	
ENSDARG00000042970	ENSDART00000063089	13	17	
ENSDARG00000042970	ENSDART00000139127	5	3	
ENSDARG00000042977	ENSDART00000138821	1	2	
ENSDARG00000042978	ENSDART00000063100	5	7	
ENSDARG00000042978	ENSDART00000124009	1	0	
ENSDARG00000078108	ENSDART00000142967	6	2	
ENSDARG00000078108	ENSDART00000134626	15	42	
ENSDARG00000078109	ENSDART00000112670	80	76	
ENSDARG00000078109	ENSDART00000146823	12	3	
ENSDARG00000077339	ENSDART00000114144	1	0	
ENSDARG00000077339	ENSDART00000142016	4	1	
ENSDARG00000077336	ENSDART00000109564	9	0	
ENSDARG00000077336	ENSDART00000139847	11	10	
ENSDARG00000077336	ENSDART00000126763	44	17	
ENSDARG00000078105	ENSDART00000147861	3	16	
ENSDARG00000078105	ENSDART00000134059	25	9	
ENSDARG00000078105	ENSDART00000133480	4	4	
ENSDARG00000078105	ENSDART00000111088	12	11	
ENSDARG00000078101	ENSDART00000141496	12	12	
ENSDARG00000078102	ENSDART00000112900	238	312	
ENSDARG00000000086	ENSDART00000000087	167	161	
ENSDARG00000000086	ENSDART00000150545	11	13	
ENSDARG00000000086	ENSDART00000139573	7	25	
ENSDARG00000025535	ENSDART00000144702	25	21	
ENSDARG00000017813	ENSDART00000076031	21	8	
ENSDARG00000017813	ENSDART00000151474	4	10	
ENSDARG00000017812	ENSDART00000146296	10	9	
ENSDARG00000017812	ENSDART00000074731	1	0	
ENSDARG00000021444	ENSDART00000133277	1	2	
ENSDARG00000021442	ENSDART00000002279	2	1	
ENSDARG00000090142	ENSDART00000152272	4	6	
ENSDARG00000090142	ENSDART00000124909	213	169	
ENSDARG00000090140	ENSDART00000123849	13	4	
ENSDARG00000090140	ENSDART00000150588	3	0	
ENSDARG00000075459	ENSDART00000132326	12	10	
ENSDARG00000075459	ENSDART00000147936	10	36	
ENSDARG00000075459	ENSDART00000111705	114	157	
ENSDARG00000012369	ENSDART00000004903	26	20	
ENSDARG00000079766	ENSDART00000150156	5	12	
ENSDARG00000079762	ENSDART00000141085	1	1	
ENSDARG00000079762	ENSDART00000129240	9	9	
ENSDARG00000079762	ENSDART00000105939	2	0	
ENSDARG00000020311	ENSDART00000022684	2	2	
ENSDARG00000020311	ENSDART00000144981	11	6	
ENSDARG00000020311	ENSDART00000131709	1	2	
ENSDARG00000079769	ENSDART00000080571	6	6	
ENSDARG00000079769	ENSDART00000143845	2	1	
ENSDARG00000095465	ENSDART00000143251	5	9	
ENSDARG00000095465	ENSDART00000146389	0	1	
ENSDARG00000095465	ENSDART00000148316	12	3	
ENSDARG00000095465	ENSDART00000140443	1	0	
ENSDARG00000095462	ENSDART00000132049	1	5	
ENSDARG00000095463	ENSDART00000133572	31	33	
ENSDARG00000012946	ENSDART00000149593	3	3	
ENSDARG00000012946	ENSDART00000012234	34	28	
ENSDARG00000012946	ENSDART00000149245	7	6	
ENSDARG00000012942	ENSDART00000131429	2	0	
ENSDARG00000012942	ENSDART00000145263	7	2	
ENSDARG00000012948	ENSDART00000059213	22	15	
ENSDARG00000012948	ENSDART00000133417	3	4	
ENSDARG00000045401	ENSDART00000148679	0	2	
ENSDARG00000045401	ENSDART00000149744	18	12	
ENSDARG00000045401	ENSDART00000149225	10	8	
ENSDARG00000045401	ENSDART00000148756	69	94	
ENSDARG00000045401	ENSDART00000066763	0	1	
ENSDARG00000045401	ENSDART00000149134	51	68	
ENSDARG00000045401	ENSDART00000149013	1	0	
ENSDARG00000045401	ENSDART00000149879	0	1	
ENSDARG00000045401	ENSDART00000149954	13	11	
ENSDARG00000045402	ENSDART00000143058	6	8	
ENSDARG00000045402	ENSDART00000131577	6	4	
ENSDARG00000045402	ENSDART00000066764	11	6	
ENSDARG00000018047	ENSDART00000131395	5	5	
ENSDARG00000018047	ENSDART00000027582	0	1	
ENSDARG00000041314	ENSDART00000145663	5	2	
ENSDARG00000041314	ENSDART00000060550	10	23	
ENSDARG00000013012	ENSDART00000015199	7	5	
ENSDARG00000013012	ENSDART00000150015	12	11	
ENSDARG00000013015	ENSDART00000130115	84	106	
ENSDARG00000013015	ENSDART00000132372	16	13	
ENSDARG00000013015	ENSDART00000021089	13	9	
ENSDARG00000013015	ENSDART00000147558	1	0	
ENSDARG00000053831	ENSDART00000075935	11	8	
ENSDARG00000053831	ENSDART00000145329	8	7	
ENSDARG00000013016	ENSDART00000019440	54	46	
ENSDARG00000013016	ENSDART00000149058	4	6	
ENSDARG00000013016	ENSDART00000150199	1	0	
ENSDARG00000015482	ENSDART00000034783	24	36	
ENSDARG00000015482	ENSDART00000101067	31	30	
ENSDARG00000015482	ENSDART00000126704	48	54	
ENSDARG00000078680	ENSDART00000099132	188	290	
ENSDARG00000078680	ENSDART00000144973	3	6	
ENSDARG00000078687	ENSDART00000083378	4	5	
ENSDARG00000078687	ENSDART00000122411	7	7	
ENSDARG00000078687	ENSDART00000114658	3	2	
ENSDARG00000078686	ENSDART00000113957	1	0	
ENSDARG00000078686	ENSDART00000149320	53	74	
ENSDARG00000023151	ENSDART00000146235	2	1	
ENSDARG00000023151	ENSDART00000143299	0	2	
ENSDARG00000023151	ENSDART00000133737	7	21	
ENSDARG00000023151	ENSDART00000038807	66	89	
ENSDARG00000044752	ENSDART00000149693	2	3	
ENSDARG00000044752	ENSDART00000130628	2	2	
ENSDARG00000044752	ENSDART00000149126	1	0	
ENSDARG00000044753	ENSDART00000149371	5	3	
ENSDARG00000044751	ENSDART00000139535	8	2	
ENSDARG00000044751	ENSDART00000065772	8	3	
ENSDARG00000044755	ENSDART00000065781	2	3	
ENSDARG00000044755	ENSDART00000151161	24	9	
ENSDARG00000078973	ENSDART00000144386	19	17	
ENSDARG00000078973	ENSDART00000099903	94	81	
ENSDARG00000021948	ENSDART00000131729	37	51	
ENSDARG00000021948	ENSDART00000132312	10	6	
ENSDARG00000021948	ENSDART00000147687	1	1	
ENSDARG00000021948	ENSDART00000137480	14	4	
ENSDARG00000040041	ENSDART00000058562	1	0	
ENSDARG00000040046	ENSDART00000058571	7	14	
ENSDARG00000040048	ENSDART00000139448	76	46	
ENSDARG00000056926	ENSDART00000149830	26	25	
ENSDARG00000056924	ENSDART00000150915	1	0	
ENSDARG00000056924	ENSDART00000123324	90	187	
ENSDARG00000056920	ENSDART00000144845	2	0	
ENSDARG00000018953	ENSDART00000144967	4	3	
ENSDARG00000018953	ENSDART00000020386	60	53	
ENSDARG00000056929	ENSDART00000079505	95	79	
ENSDARG00000056929	ENSDART00000136123	28	0	
ENSDARG00000052010	ENSDART00000144591	1	4	
ENSDARG00000052010	ENSDART00000124342	7	2	
ENSDARG00000055291	ENSDART00000077631	55	48	
ENSDARG00000055291	ENSDART00000136042	1	1	
ENSDARG00000055290	ENSDART00000077637	69	77	
ENSDARG00000052019	ENSDART00000073746	59	67	
ENSDARG00000052019	ENSDART00000148932	87	66	
ENSDARG00000039162	ENSDART00000057223	40	59	
ENSDARG00000039162	ENSDART00000138495	5	1	
ENSDARG00000022203	ENSDART00000149216	5	10	
ENSDARG00000022203	ENSDART00000074200	134	145	
ENSDARG00000019601	ENSDART00000025926	282	283	
ENSDARG00000019601	ENSDART00000151248	7	9	
ENSDARG00000055746	ENSDART00000147656	86	149	
ENSDARG00000006025	ENSDART00000014726	3	5	
ENSDARG00000056210	ENSDART00000141267	2	4	
ENSDARG00000056211	ENSDART00000078664	5	1	
ENSDARG00000056211	ENSDART00000144298	4	2	
ENSDARG00000006029	ENSDART00000028171	86	67	
ENSDARG00000006029	ENSDART00000148973	1	1	
ENSDARG00000036388	ENSDART00000052864	48	38	
ENSDARG00000070351	ENSDART00000103146	0	3	
ENSDARG00000070351	ENSDART00000133760	14	18	
ENSDARG00000036385	ENSDART00000123637	0	5	
ENSDARG00000036386	ENSDART00000052862	86	82	
ENSDARG00000036386	ENSDART00000148054	1	4	
ENSDARG00000036387	ENSDART00000052859	1	3	
ENSDARG00000036387	ENSDART00000112812	65	50	
ENSDARG00000036387	ENSDART00000143955	3	2	
ENSDARG00000036382	ENSDART00000137203	3	14	
ENSDARG00000037433	ENSDART00000054476	3	2	
ENSDARG00000037433	ENSDART00000123434	37	27	
ENSDARG00000037433	ENSDART00000129431	0	1	
ENSDARG00000078728	ENSDART00000108499	30	42	
ENSDARG00000078728	ENSDART00000122124	23	26	
ENSDARG00000021163	ENSDART00000019247	12	18	
ENSDARG00000021163	ENSDART00000142170	28	24	
ENSDARG00000021163	ENSDART00000151766	28	18	
ENSDARG00000029772	ENSDART00000052595	8	6	
ENSDARG00000070685	ENSDART00000137273	15	21	
ENSDARG00000070685	ENSDART00000077698	6	6	
ENSDARG00000070688	ENSDART00000149312	10	2	
ENSDARG00000070688	ENSDART00000104058	57	48	
ENSDARG00000070688	ENSDART00000149424	1	1	
ENSDARG00000060058	ENSDART00000084249	27	31	
ENSDARG00000068221	ENSDART00000129852	3	4	
ENSDARG00000054501	ENSDART00000076693	13	8	
ENSDARG00000036865	ENSDART00000053531	82	64	
ENSDARG00000036865	ENSDART00000143335	1	3	
ENSDARG00000058044	ENSDART00000055810	12	14	
ENSDARG00000052826	ENSDART00000138644	138	135	
ENSDARG00000052826	ENSDART00000074750	43	49	
ENSDARG00000071088	ENSDART00000146969	3	5	
ENSDARG00000071088	ENSDART00000089330	29	40	
ENSDARG00000037475	ENSDART00000054558	22	33	
ENSDARG00000037476	ENSDART00000146378	1	0	
ENSDARG00000037476	ENSDART00000129597	43	32	
ENSDARG00000037476	ENSDART00000112991	3	4	
ENSDARG00000037476	ENSDART00000127830	4	6	
ENSDARG00000037476	ENSDART00000134100	3	4	
ENSDARG00000037476	ENSDART00000132077	1	0	
ENSDARG00000071083	ENSDART00000104880	9	97	
